label,removed_doc_id,root_doc_id,similarity_score,removed_char_len,root_char_len,removed_preview,root_preview,allowed_labels
,shard_00121.parquet:14543,shard_00064.parquet:33978,0.9995079636573792,422,422,"IRIDIUM 8 - Delta II After being delayed by weather, The Boeing Company successfully launched a Delta II on 27 March 1998 at 0602 UTC. The Delta II, launched from Vandenberg Air Force Base, California, carried five IRIDIUM satellites to low earth orbit. The completed IRIDIUM system will consist of 66 spacecraft and will be a satellite-based, worldwide cellular phone network. Currently, 58 satellites have been launched.","IRIDIUM 8 / Delta II After being delayed by weather, The Boeing Company successfully launched a Delta II on 27 March 1998 at 0602 UTC. The Delta II, launched from Vandenberg Air Force Base, California, carried five IRIDIUM satellites to low earth orbit. The completed IRIDIUM system will consist of 66 spacecraft and will be a satellite-based, worldwide cellular phone network. Currently, 58 satellites have been launched.",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00050.parquet:6609,shard_00065.parquet:16871,1.0000004768371582,5488,5488,"By: Sherry Lippiatt, California Regional Coordinator for the NOAA Marine Debris Program Over the years of the NOAA Marine Debris Program, there have been many efforts around the country to rid our waters and shores of marine debris. As part of our ten-year anniversary celebration, let’s take a look back at one of those efforts in our California region. Back in 2008, the Port of San Diego, with funding through the NOAA Marine Debris Program’s Community-based Marine Debris Removal grant program, initiated a three-phase project to remove marine debris from a former anchorage site and surrounding shorelines. By 2013, over 447 metric tons of debris had been removed! California isn’t only the site of innovative marine debris removal projects, but is also where some really interesting and creative prevention projects are taking place! Here are two new projects that the NOAA Marine Debris Program is proud to be a part of: ReThink Disposable is a project by the Clean Water Fund that works to combat the use of single-use items in restaurants. This project works directly with restaurants to help them make the transition to reusable items, reducing their waste and saving them money over time.","By: Sherry Lippiatt, California Regional Coordinator for the NOAA Marine Debris Program Over the years of the NOAA Marine Debris Program, there have been many efforts around the country to rid our waters and shores of marine debris. As part of our ten-year anniversary celebration, let’s take a look back at one of those efforts in our California region. Back in 2008, the Port of San Diego, with funding through the NOAA Marine Debris Program’s Community-based Marine Debris Removal grant program, initiated a three-phase project to remove marine debris from a former anchorage site and surrounding shorelines. By 2013, over 447 metric tons of debris had been removed! California isn’t only the site of innovative marine debris removal projects, but is also where some really interesting and creative prevention projects are taking place! Here are two new projects that the NOAA Marine Debris Program is proud to be a part of: ReThink Disposable is a project by the Clean Water Fund that works to combat the use of single-use items in restaurants. This project works directly with restaurants to help them make the transition to reusable items, reducing their waste and saving them money over time.",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00096.parquet:24563,shard_00116.parquet:16391,0.9671123027801514,5007,4944,"Philip Ball unpacks the instructions for a new periodic table The pedagogical status of the periodic table in chemistry excites passionate, even furious debate. For some the table is an object of beauty, and the organisation it imposes on the profusion of elements induces something like an epiphany. Attempts to perfect the table’s representation acquire an almost religious fervour. For others (I’m one) it’s just a convenient tool, with an irreducible degree of arbitrariness on which quantum rules impose unsightly bulges and compromises that we just have to live with. Efforts to rationalise other aspects of chemistry into periodic table analogues therefore come with a degree of baggage. So to a paper subtitled ‘Forging a new “table of elements”’ by Chad Mirkin and his coworkers at Northwestern University in Evanston, Illinois, US.1 Mirkin has pioneered the use of DNA to guide nanoparticles into self-assembled clusters and arrays. In 1996 he showed that the base sequence of single-stranded DNA attached to gold nanoparticles can encode an assembly instruction for joining nanoparticles in specified ways via pairing with other nanoparticles bearing complementary strands, creating a vers","The pedagogical status of the periodic table in chemistry excites passionate, even furious debate. For some the table is an object of beauty, and the organisation it imposes on the profusion of elements induces something like an epiphany. Attempts to perfect the table’s representation acquire an almost religious fervour. For others (I’m one) it’s just a convenient tool, with an irreducible degree of arbitrariness on which quantum rules impose unsightly bulges and compromises that we just have to live with. Efforts to rationalise other aspects of chemistry into periodic table analogues therefore come with a degree of baggage. So to a paper subtitled ‘Forging a new “table of elements”’ by Chad Mirkin and his coworkers at Northwestern University in Evanston, Illinois, US.1 Mirkin has pioneered the use of DNA to guide nanoparticles into self-assembled clusters and arrays. In 1996 he showed that the base sequence of single-stranded DNA attached to gold nanoparticles can encode an assembly instruction for joining nanoparticles in specified ways via pairing with other nanoparticles bearing complementary strands, creating a versatile and selective glue for nanotechnology.2 Since then, Mirk",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00087.parquet:45203,shard_00023.parquet:21203,0.9745590686798096,3168,3081,"Essential health information is missed by around 43% of patients who are 60 or older, based on recent research. Important details, with regards to health care, might be missed due to hearing loss. Hearing Loss – A Worldwide Epidemic Hearing loss isn’t a small problem. Worldwide, one third of people who are 65 or older have debilitating hearing loss. If we take it further, we find that surprisingly only around 30% of those same senior citizens suffering from hearing loss have, or make use of, treatments that would benefit their hearing. This trend isn’t good news for healthcare as we’ll illustrate next. The Significance of Communication in Health Care A major cause of death is medical error and miscommunication is a major cause of medical error. As many as 37% of severe injuries that were caused by medical errors, according to a Harvard study, would not have happened if communication had been stronger. An enhanced ability to communicate crucial information with patients could save lives. How Hearing Loss Effects Medical Care Statistics can be a little abstract and hard to get one’s head around so let’s look at essential info you might miss when talking to pharmacists, nurses, doctor","Research shows that about 43% of patients over 60 may be missing fundamental health information as a result of hearing loss. Major details, when it comes to health care, could be missed because of hearing loss. Hearing Loss – A Global Epidemic Hearing loss is a major issue. Worldwide, one third of individuals who are 65 or older have debilitating hearing loss. But shockingly, if we look a little closer we find that only 30% of those people who have debilitating hearing loss have taken measures to improve their situation. In terms of medical care, this is bad news. With Medical Care – Communication is Essential Miscommunication is one of the major causes of medical errors, and medical errors are still one of the leading causes of death. A study from Harvard showed that as many as 37% of serious injuries that resulted from medical errors could have been avoided with improved communication. Lives could be saved if essential information could be better communicated with patients. How Hearing Loss Impacts Medical Care When you are speaking with pharmacists, nurses, or doctors there is some information you won’t want to miss so let’s not linger on statistics. Doctors and nurses advise yo",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00111.parquet:13300,shard_00015.parquet:25657,0.9999997019767761,2934,2934,"What's the meaning of the phrase 'Mumbo jumbo'? Nonsense, especially meaningless speech and often associated with spurious religious ritual. What's the origin of the phrase 'Mumbo jumbo'? There might be thought to be more than a hint of racial stereotyping in use of this phrase today. The casually racist belief in the gullibility of the supposedly childlike fuzzy-wuzzies was widespread when this term was coined, and it hasn't shaken that off. The phrase probably originated from the Mandingo name Maamajomboo, which was a masked dancer that took part in religious ceremonies. In the 18th century Mumbo-jumbo referred to a West African god. Francis Moore, in his 1738 work Travels into the inland parts of Africa noted: ""The women are kept in the greatest subjection; and the men, to render their power as compleat as possible, influence their wives to give them an unlimited obedience, by all the force of fear and terror. For this purpose the Mundingoes have a kind of image eight or nine feet high, made of the bark of trees, dressed in a long coat, and crowned with a whisp of straw. This is called a Mumbo Jumbo; and whenever the men have any dispute with the women, this is sent for to deter","What's the meaning of the phrase 'Mumbo jumbo'? Nonsense, especially meaningless speech and often associated with spurious religious ritual. What's the origin of the phrase 'Mumbo jumbo'? There might be thought to be more than a hint of racial stereotyping in use of this phrase today. The casually racist belief in the gullibility of the supposedly childlike fuzzy-wuzzies was widespread when this term was coined, and it hasn't shaken that off. The phrase probably originated from the Mandingo name Maamajomboo, which was a masked dancer that took part in religious ceremonies. In the 18th century Mumbo-jumbo referred to a West African god. Francis Moore, in his 1738 work Travels into the inland parts of Africa noted: ""The women are kept in the greatest subjection; and the men, to render their power as compleat as possible, influence their wives to give them an unlimited obedience, by all the force of fear and terror. For this purpose the Mundingoes have a kind of image eight or nine feet high, made of the bark of trees, dressed in a long coat, and crowned with a whisp of straw. This is called a Mumbo Jumbo; and whenever the men have any dispute with the women, this is sent for to deter",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00085.parquet:37410,shard_00164.parquet:3453,0.9655143022537231,3619,4354,"We celebrate Newborn Screening Awareness Month each September as more than just a casual observance. Screening babies for certain serious health conditions at birth is critical. Identifying babies with potential health conditions at birth makes it possible to begin early intervention and/or treatment before harmful effects happen. Newborn Screening includes testing for inherited disorders, hearing loss and congenital heart defects. Newborn screening in South Carolina In South Carolina, we screen nearly 57,000 babies each year. So far in 2017, the newborn bloodspot screening program has identified 76 infants with inherited disorders and 28 cases of Critical Congenital Heart Disease (CCHD) have been reported by SC hospitals. Annually, 75-100 infants are identified with some form of hearing loss. The newborn screen originally began testing for just one disorder, Phenylketonuria (PKU). The South Carolina newborn screening test panel now includes 53 different disorders, such as Cystic Fibrosis, Sickle Cell disease and trait, Severe Combined Immunodeficiency (SCID), Congenital Hypothyroidism, Congenital Adrenal Hyperplasia, hearing loss, (CCHD), and multiple Inborn Errors of Metabolism.","Newborn Screening and First Sound/Hearing Screening Program Staff (Left to right): Tanya Spells, MS, MT(ASCP) Newborn Screening Program Manager, Tara Carroll, MCD, CCC/A First Sound Program Manager, Jyotsna Achanta, First Sound Program Data Manager, Dr. Eileen Walsh, Pediatric Medical Consultant, Janice Eichelberger, First Sound Program Coordinator, Dana Smith, R.N. Newborn Screening Follow Up Program Coordinator, Jennifer Schlub, RD, LD, Nutritionist IV We celebrate Newborn Screening Awareness Month each September as more than just a casual observance. Screening babies for certain serious health conditions at birth is critical. Identifying babies with potential health conditions at birth makes it possible to begin early intervention and/or treatment before harmful effects happen. Newborn Screening includes testing for inherited disorders, hearing loss and congenital heart defects. Newborn screening in South Carolina In South Carolina, we screen nearly 57,000 babies each year. So far in 2017, the newborn bloodspot screening program has identified 76 infants with inherited disorders and 28 cases of Critical Congenital Heart Disease (CCHD) have been reported by SC hospitals. Annually",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00147.parquet:6221,shard_00080.parquet:31959,0.9688785672187805,6274,6036,"New solar materials developed by Stanford scientists could usher in ultrathin, lightweight solar panel New, ultrathin photovoltaic materials could eventually be used in mobile applications, from self-powered wearable devices and sensors to lightweight aircraft and electric vehicles. A race is on in solar engineering to create almost impossibly-thin, flexible solar panels. Engineers imagine them used in mobile applications, from self-powered wearable devices and sensors to lightweight aircraft and electric vehicles. Against that backdrop, researchers at Stanford University have achieved record efficiencies in a promising group of photovoltaic materials. Chief among the benefits of these transition metal dichalcogenides – or TMDs – is that they absorb ultrahigh levels of the sunlight that strikes their surface compared to other solar materials. “Imagine an autonomous drone that powers itself with a solar array atop its wing that is 15 times thinner than a piece of paper,” said Koosha Nassiri Nazif, a doctoral scholar in electrical engineering at Stanford and co-lead author of a study published in the Dec. 9 edition of Nature Communications. “That is the promise of TMDs.” The search f","Transition metal dichalcogenide solar cells on a flexible polyimide substrate. Credit: Koosha Nassiri Nazif New, ultrathin photovoltaic materials could eventually be used in mobile applications, from self-powered wearable devices and sensors to lightweight aircraft and electric vehicles. A race is on in solar engineering to create almost impossibly-thin, flexible solar panels. Engineers imagine them used in mobile applications, from self-powered wearable devices and sensors to lightweight aircraft and electric vehicles. Against that backdrop, researchers at Stanford University have achieved record efficiencies in a promising group of photovoltaic materials. Chief among the benefits of these transition metal dichalcogenides – or TMDs – is that they absorb ultrahigh levels of the sunlight that strikes their surface compared to other solar materials. “Imagine an autonomous drone that powers itself with a solar array atop its wing that is 15 times thinner than a piece of paper,” said Koosha Nassiri Nazif, a doctoral scholar in electrical engineering at Stanford and co-lead author of a study published in the December 9 edition of Nature Communications. “That is the promise of TMDs.” Cro",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00162.parquet:5065,shard_00002.parquet:35224,0.9513633251190186,755,864,"Elements of Justice:What is justice? Questions of justice are questions about what people are due, but what that means in practice depends on context. Depending on context, the formal question of what people are due is answered by principles of desert, reciprocity, equality, or need. Justice, thus, is a constellation of elements that exhibit a degree of integration and unity, but the integrity of justice is limited, in a way that is akin to the integrity of a neighborhood rather than that of a building. A theory of justice is a map of that neighborhood. Back to top Rent Elements of Justice 1st edition today, or search our site for David textbooks. Every textbook comes with a 21-day ""Any Reason"" guarantee. Published by Cambridge University Press.","What is justice? Questions of justice are questions about what people are due, but what that means in practice depends on context. Depending on context, the formal question of what people are due is answered by principles of desert, reciprocity, equality, or need. Justice, thus, is a constellation of elements that exhibit a degree of integration and unity, but the integrity of justice is limited, in a way that is akin to the integrity of a neighborhood rather than that of a building. A theory of justice is a map of that neighborhood. Back to top Rent The Elements of Justice 1st edition today, or search our site for other textbooks by David Schmidtz. Every textbook comes with a 21-day ""Any Reason"" guarantee. Published by Cambridge University Press. Need help ASAP? We have you covered with 24/7 instant online tutoring. Connect with one of our tutors now.",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00069.parquet:25766,shard_00095.parquet:51844,0.9999998807907104,2048,2048,"Antenatal or prenatal care is care offered throughout the course of your pregnancy. When you test positive for pregnancy, you should consult with your doctor. Your first antenatal visit will include a review of your health, previous health issues or complications, and family history of genetic diseases. Your doctor will question you about issues such as previous pregnancies and miscarriages. You will have a thorough physical examination and a battery of tests to determine your complete health and identify any problems. Blood tests are usually ordered to rule out any deficiencies, disorders or infections. You may be screened for health problems, if you have a high risk of developing certain diseases that could affect your pregnancy. Based on these results, your doctor will instruct you on medication and other ways to manage any health problems safely, without harming your growing baby. Throughout your pregnancy, ultrasound scanning will be performed to monitor your baby’s development (heartbeat, growth and position in your womb) and detect any signs of problems at an early stage. Your urine, blood pressure and overall health will also be monitored as your pregnancy progresses. Ensur","Antenatal or prenatal care is care offered throughout the course of your pregnancy. When you test positive for pregnancy, you should consult with your doctor. Your first antenatal visit will include a review of your health, previous health issues or complications, and family history of genetic diseases. Your doctor will question you about issues such as previous pregnancies and miscarriages. You will have a thorough physical examination and a battery of tests to determine your complete health and identify any problems. Blood tests are usually ordered to rule out any deficiencies, disorders or infections. You may be screened for health problems, if you have a high risk of developing certain diseases that could affect your pregnancy. Based on these results, your doctor will instruct you on medication and other ways to manage any health problems safely, without harming your growing baby. Throughout your pregnancy, ultrasound scanning will be performed to monitor your baby’s development (heartbeat, growth and position in your womb) and detect any signs of problems at an early stage. Your urine, blood pressure and overall health will also be monitored as your pregnancy progresses. Ensur",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00017.parquet:39514,shard_00107.parquet:6030,0.9999997615814209,2879,2879,"|NSW Arbovirus Surveillance & Vector Monitoring Program| bottom of page Note that 'Ochlerotatus vigilax' prior to 2000, was known as 'Aedes vigilax'. Female:A mid-sized mosquito of dark appearance with banded legs; proboscis with pale scaling on basal two-thirds underside; scutum with dark bronze and some golden scales; wings dark scaled with sparse mottling of narrow white scales mainly along front veins; hind legs with femur and tibia mottled, tarsi with basal bands; tergites dark with pale basal bands; sternites pale scaled with dark lateral apical or sub-apical patches (occasionally bands). (Click here for a large photograph of the adult). Females may be confused with other species with mottled proboscis and banded legs, e.g. Oc. theobaldi (pale wing scales broader than dark scales), Oc. flavifrons (dark blotch on wing membrane), and Oc. alboannulatus, Oc. camptorhynchus, Oc. procax (with dark scaled wings). NSW (coastline from north to south, and far southwest in saline areas of Murray), Vic (northeast of coastal Gippsland and saline areas in lower Murray Valley), SA (Gulf coastal and saline river areas in Murray valley), (also Qld, NT, WA); essentially coastal and associated","|NSW Arbovirus Surveillance & Vector Monitoring Program| bottom of page Note that 'Ochlerotatus vigilax' prior to 2000, was known as 'Aedes vigilax'. Female:A mid-sized mosquito of dark appearance with banded legs; proboscis with pale scaling on basal two-thirds underside; scutum with dark bronze and some golden scales; wings dark scaled with sparse mottling of narrow white scales mainly along front veins; hind legs with femur and tibia mottled, tarsi with basal bands; tergites dark with pale basal bands; sternites pale scaled with dark lateral apical or sub-apical patches (occasionally bands). (Click here for a large photograph of the adult). Females may be confused with other species with mottled proboscis and banded legs, e.g. Oc. theobaldi (pale wing scales broader than dark scales), Oc. flavifrons (dark blotch on wing membrane), and Oc. alboannulatus, Oc. camptorhynchus, Oc. procax (with dark scaled wings). NSW (coastline from north to south, and far southwest in saline areas of Murray), Vic (northeast of coastal Gippsland and saline areas in lower Murray Valley), SA (Gulf coastal and saline river areas in Murray valley), (also Qld, NT, WA); essentially coastal and associated",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00038.parquet:1121,shard_00011.parquet:30083,0.9524068832397461,6884,15252,"(Also Called 'Diverticulosis', 'Esophageal Diverticulum') Diverticular disease consists of diverticulosis and diverticulitis. Diverticulosis is the formation of numerous tiny pockets, or diverticula, in the lining of the bowel. Diverticula, which can range from pea-size to much larger, are formed by increased pressure on weakened spots of the intestinal walls by gas, waste, or liquid. Diverticula can form while straining during a bowel movement, such as with constipation. They are most common in the lower portion of the large intestine (called the sigmoid colon). Crosscut of colon with diverticula. Complications can occur in about 20 percent of people with diverticulosis. One of these complications is rectal bleeding, called diverticular bleeding, and the other is diverticulitis. Diverticular bleeding occurs with chronic injury to the small blood vessels that are adjacent to the diverticula. Diverticulitis occurs when there is inflammation and infection in one or more diverticula. This usually happens when outpouchings become blocked with waste, allowing bacteria to build up, causing infection. Diverticulosis is very common in Western populations and occurs in 10 percent of people","Diverticulosis and Diverticulitis On this page: - What are diverticulosis and diverticulitis? - What are the symptoms of diverticulosis and diverticulitis? - What are the complications of diverticulitis? - What causes diverticular disease? - How is diverticular disease diagnosed? - How is diverticular disease treated? - What foods have fiber? - When is surgery necessary for diverticulitis? - Points to Remember - Hope through Research - For More Information What are diverticulosis and diverticulitis? Many people have small pouches in the lining of the colon, or large intestine, that bulge outward through weak spots. Each pouch is called a diverticulum. Multiple pouches are called diverticula. The condition of having diverticula is called diverticulosis. About 10 percent of Americans older than 40 have diverticulosis.1 The condition becomes more common as people age. About half of all people older than 60 have diverticulosis.2 Many people have small pouches in their colon that bulge outward through weak spots. Each pouch is called a diverticulum. Multiple pouches are called diverticula. The condition of having diverticula is called diverticulosis. Diverticula are most common in the l",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00071.parquet:7023,shard_00095.parquet:48442,0.9999999403953552,2705,2705,"Our values as people of faith call upon us to open our arms and minds and embrace our sisters and brothers whoever they might be, whatever walk of life they might come from or difficulties they had to endure. We are an integral part of the communities we are called to serve, and our responsibility is to embrace their suffering and ease their pain and transform those power structures responsible for oppression and exploitation. When it comes to discrimination, women and girls suffer the most; particularly those part of historically marginalised groups. Because of a patriarchal system that exacerbates conflict and prejudice a staggering percentage of women and girls around the world are violated or silenced every single day. Their gender puts them at higher risk of violence, exclusion, poverty and death. We are on the side of those who suffer, those who are neglected and discriminated. When a fellow human being is hurt, in distress or is left behind, we as religious leaders have a responsibility to act. Globally, 12 million girls each year get married before the age of 18 – roughly 33,000 every day, or one every two seconds. 16 million girls ages 6 to 11 will never start school, comp","Our values as people of faith call upon us to open our arms and minds and embrace our sisters and brothers whoever they might be, whatever walk of life they might come from or difficulties they had to endure. We are an integral part of the communities we are called to serve, and our responsibility is to embrace their suffering and ease their pain and transform those power structures responsible for oppression and exploitation. When it comes to discrimination, women and girls suffer the most; particularly those part of historically marginalised groups. Because of a patriarchal system that exacerbates conflict and prejudice a staggering percentage of women and girls around the world are violated or silenced every single day. Their gender puts them at higher risk of violence, exclusion, poverty and death. We are on the side of those who suffer, those who are neglected and discriminated. When a fellow human being is hurt, in distress or is left behind, we as religious leaders have a responsibility to act. Globally, 12 million girls each year get married before the age of 18 – roughly 33,000 every day, or one every two seconds. 16 million girls ages 6 to 11 will never start school, comp",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00049.parquet:48437,shard_00059.parquet:39075,0.9880924820899963,7017,6969,"Standards For Specialty Tea Since last November, I have been talking to a broad spectrum of people about standards for quality and specialty tea. Through these discussions, I have interacted with a wide and varied demographic: from consumers to producers and every group in between. What has been most surprising to me is just how many people had only a vague idea about what standards for tea would actually look like. Moreover, many people I spoke with thought that what I was proposing was some kind of regulatory agency with enforcing powers. This is far from being the case; my real point of interest is in regards to education. Standards for excellence would give tea makers a goal to shoot for while giving buyers and consumers the tools to determine whether or not makers had reached that goal. Someday there may even be international competitions where tea producers bring their tea, not companies with purchased tea. As with both wine and coffee, the tea makers would be judged by their skill in tea making. What would standards for quality in a tea look like? To begin, it is important to understand that there are common elements in any quality tea, no matter what category they fall into","Since last November, I have been talking to a broad spectrum of people about standards for quality. Through these discussions, I have interacted with a wide and varied demographic: from consumers to producers and every group in between. What has been most surprising to me is just how many people had only a vague idea about what standards for tea would actually look like. Moreover, many people I spoke with thought that what I was proposing was some kind of regulatory agency with enforcing powers. This is far from being the case; my real point of interest is in regards to education. Standards for excellence would give tea makers a goal to shoot for while giving buyers and consumers the tools to determine whether or not makers had reached that goal. Someday there may even be international competitions where tea producers bring their tea, not companies with purchased tea. As with both wine and coffee, the tea makers would be judged by their skill in tea making. What would standards for quality in a tea look like? To begin, it is important to understand that there are common elements in any quality tea, no matter what category they fall into. In other words, white, green, yellow, wulong",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00054.parquet:1225,shard_00075.parquet:3248,1.0000004768371582,2192,2192,"Located at the foothills of the southern Appalachians, the landscape of Atlanta is predominantly characterized by rolling hills and broad, smooth uplands. The Chattahoochee River is one of the most prominent natural features of Atlanta. It forms the northwestern boundary of the city, flowing through a valley, which ranges from 150 to 400 feet in depth and from two to five miles in width from rim to rim. On the eastern side of the metro area, Stone Mountain rises high above the tallest pines. At 825 feet tall, it is the world's largest free-standing piece of exposed granite. The Atlanta metropolitan area has no natural boundaries, so the metropolitan area is large, encompassing 8,376 square miles. Across the region, 28 counties and 140 municipalities govern. The City of Atlanta, in the center of the metropolitan area, encompasses 131 square miles. Ask any Atlantan to name a word to describe the changing Atlanta population, the word dynamic often comes to mind. It describes the rapid changes the city has seen and will see in Atlanta demographics over the next 10 years. In the past six years, the metro area has added more than 142,000 people annually, more than any other in the United","Located at the foothills of the southern Appalachians, the landscape of Atlanta is predominantly characterized by rolling hills and broad, smooth uplands. The Chattahoochee River is one of the most prominent natural features of Atlanta. It forms the northwestern boundary of the city, flowing through a valley, which ranges from 150 to 400 feet in depth and from two to five miles in width from rim to rim. On the eastern side of the metro area, Stone Mountain rises high above the tallest pines. At 825 feet tall, it is the world's largest free-standing piece of exposed granite. The Atlanta metropolitan area has no natural boundaries, so the metropolitan area is large, encompassing 8,376 square miles. Across the region, 28 counties and 140 municipalities govern. The City of Atlanta, in the center of the metropolitan area, encompasses 131 square miles. Ask any Atlantan to name a word to describe the changing Atlanta population, the word dynamic often comes to mind. It describes the rapid changes the city has seen and will see in Atlanta demographics over the next 10 years. In the past six years, the metro area has added more than 142,000 people annually, more than any other in the United",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00156.parquet:16298,shard_00125.parquet:32757,0.9647026658058167,2401,2316,"June 15, 2010 Turning A Painkiller Into A Cancer Killer Sanford-Burnham researchers redirect a known pain reliever to trigger death pathways in cancer cells Without knowing exactly why, scientists have long observed that people who regularly take non-steroidal anti-inflammatory drugs (NSAIDs) like aspirin have lower incidences of certain types of cancer. Now, in a study appearing in Cancer Cell on June 15, investigators at Sanford-Burnham Medical Research Institute (Sanford-Burnham) and their colleagues have figured out how one NSAID, called Sulindac, inhibits tumor growth. The study reveals that Sulindac shuts down cancer cell growth and initiates cell death by binding to nuclear receptor RXRÃ±, a protein that receives a signal and carries it into the nucleus to turn genes on or off.""Nuclear receptors are excellent targets for drug development,"" explained Xiao-kun Zhang, Ph.D., professor at Sanford-Burnham and senior author of the study. ""Thirteen percent of existing drugs target nuclear receptors, even though the mechanism of action is not always clear."" RXRÃ± normally suppresses tumors, but many types of cancer cells produce a truncated form of this nuclear receptor that does ju","LA JOLLA, Calif., June 15, 2010 Without knowing exactly why, scientists have long observed that people who regularly take non-steroidal anti-inflammatory drugs (NSAIDs) like aspirin have lower incidences of certain types of cancer. Now, in a study appearing in Cancer Cell on June 15, investigators at Sanford-Burnham Medical Research Institute (Sanford-Burnham) and their colleagues have figured out how one NSAID, called Sulindac, inhibits tumor growth. The study reveals that Sulindac shuts down cancer cell growth and initiates cell death by binding to nuclear receptor RXRα, a protein that receives a signal and carries it into the nucleus to turn genes on or off. ""Nuclear receptors are excellent targets for drug development,"" explained Xiao-kun Zhang, Ph.D., professor at Sanford-Burnham and senior author of the study. ""Thirteen percent of existing drugs target nuclear receptors, even though the mechanism of action is not always clear."" RXRα normally suppresses tumors, but many types of cancer cells produce a truncated form of this nuclear receptor that does just the opposite. This study showed that shortened RXRα enhances tumor growth by stimulating other proteins that help cancer ce",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00011.parquet:44295,shard_00022.parquet:16246,1.0000003576278687,4596,4596,"15-11-2009, 12:49 AM 15-11-2009, 01:27 PM Freemasonry and the Development of Greek-Letter Fraternities Masonic symbolism and philosophy had a strong influence in the early development of many of the so-called “Greek-letter” organizations so commonly seen on college campuses throughout the United States. In some cases, the influence was little more than an association of ritual and secrecy, but in many cases the relationships between Freemasonry and college fraternities are much stronger and enduring. During the half century before the American Revolution, college fraternities had a meager yet budding existence. Prior to 1776, Yale College, the College of New Jersey (Princeton University), and the College of William and Mary all had student fraternal organizations. The establishment and development of these fraternities closely mimicked the maturation of American Freemasonry. Phi Beta Kappa. It was in the year 1776 that the age of college fraternities took a secretive turn. That year marked the founding of the first Greek-letter society, the college fraternity Phi Beta Kappa at the College of William and Mary, Williamsburg, Virginia. Although not sanctioned by or directly connected","15-11-2009, 12:49 AM 15-11-2009, 01:27 PM Freemasonry and the Development of Greek-Letter Fraternities Masonic symbolism and philosophy had a strong influence in the early development of many of the so-called “Greek-letter” organizations so commonly seen on college campuses throughout the United States. In some cases, the influence was little more than an association of ritual and secrecy, but in many cases the relationships between Freemasonry and college fraternities are much stronger and enduring. During the half century before the American Revolution, college fraternities had a meager yet budding existence. Prior to 1776, Yale College, the College of New Jersey (Princeton University), and the College of William and Mary all had student fraternal organizations. The establishment and development of these fraternities closely mimicked the maturation of American Freemasonry. Phi Beta Kappa. It was in the year 1776 that the age of college fraternities took a secretive turn. That year marked the founding of the first Greek-letter society, the college fraternity Phi Beta Kappa at the College of William and Mary, Williamsburg, Virginia. Although not sanctioned by or directly connected",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
